Weighting,Starting Battery Capacity (Wh),Route Distance (m),Travel Time (s),CS stops,CS Stop Duration (s),Algorithm Runtime (s),Remaining Battery Capacity At End (Wh),Number of EVs Charging,Start Edge,End Edge
C,500,49.40,12.00,0,[],0.09758329391479492,490.41,[],30076496#3,27946919#1
C,500,31.43,10.00,0,[],0.3788259029388428,494.39,[],678815703#1,-4910569#3
C,500,3222.95,1953.00,1,[345],0.4493861198425293,1375.49,[0],-378559842#8,28025126#4
C,500,3785.18,2112.00,1,[313],1.0318858623504639,1502.07,[0],27683082#0,-47441103#1
C,500,3510.39,1050.00,1,[345],0.4028456211090088,1398.74,[0],156340405#0,28008883
C,500,5078.34,1197.00,1,[407],1.0158717632293701,1283.68,[0],-27683077#0,-155105717#4
C,500,136.33,24.00,0,[],0.07206106185913086,460.72,[],28021640#2,4816237#0
C,500,5658.07,1884.00,1,[403],1.196526288986206,1983.42,[0],-159131952#1,229076199
C,500,21.96,8.00,0,[],0.3072631359100342,496.05,[],-798784,144335316#0
C,500,110.58,19.00,0,[],0.14362335205078125,474.07,[],159131977,-145039123#1
C,500,13.01,7.00,0,[],0.000499725341796875,497.14,[],-27944075#1,30342903#1
C,500,0.00,1.00,0,[],0.22919678688049316,500.00,[],798950#0,25491687#0
C,500,2359.16,1226.00,1,[233],0.515941858291626,1258.50,[1],156428064#7,799957#1
C,500,2770.42,2988.00,1,[289],0.3392906188964844,1396.83,[0],-4721472#2,-163566243#6
C,500,2323.08,596.00,1,[418],0.10909390449523926,1232.75,[1],171648204#0,159131938#0
C,500,3681.38,2701.00,1,[222],0.8547329902648926,1376.61,[0],613788728#0,353468982#0
C,500,7.88,5.00,0,[],0.4739065170288086,498.84,[],341760642#3,-36894917#1
C,500,3539.77,1295.00,1,[359],0.40684962272644043,1371.04,[1],317949606#1,163313151#0
C,500,2508.20,843.00,1,[233],0.15513348579406738,1012.03,[1],28038946,25491956#2
C,500,21.52,9.00,0,[],0.2922518253326416,495.22,[],4947755#3,81027372#2
C,500,1624.17,1918.00,1,[279],0.05354642868041992,1076.78,[1],gneE11,669870648#0
C,500,1499.95,1736.00,1,[279],0.07956695556640625,1176.75,[1],-3697939,802716643
C,500,44.27,12.00,0,[],0.34029245376586914,490.01,[],-155765294#3,-47441314#2
C,500,0.00,1.00,0,[],0.1030888557434082,500.00,[],-213930985#2,27927988#4
C,500,2563.55,1591.00,1,[271],0.5059330463409424,1190.31,[1],37077783#2,317949606#1
C,500,1953.35,753.00,1,[271],0.1791541576385498,1244.75,[1],37077783#4,28039368#2
C,500,5064.56,1148.00,1,[305],0.7881748676300049,1188.02,[2],-856282420#3,-28013729#2
C,500,3492.19,2196.00,1,[332],0.4658999443054199,1136.17,[1],28174535#0,478364357#1
C,500,69.76,16.00,0,[],0.0004990100860595703,485.00,[],-28011515#8,-4947755#2
C,500,0.00,1.00,0,[],0.1866593360900879,500.00,[],-4808622#3,-27929527#4
C,500,2938.69,700.00,1,[318],0.3207738399505615,1277.15,[1],79513512#0,-28038943#0
C,500,11.66,6.00,0,[],0.11159610748291016,497.73,[],-250134165#4,-341760642#4
C,500,5278.62,2403.00,1,[305],0.8116953372955322,995.06,[2],-159131996#2,-799963#0
C,500,1665.40,1795.00,1,[318],0.17014527320861816,1113.97,[1],-495065367,818516141#0
C,500,30.05,10.00,0,[],0.0010020732879638672,494.65,[],-28039426#3,27683077#0
C,500,7.08,5.00,0,[],0.1351158618927002,499.17,[],22948406#1,824491853#1
C,500,1021.36,2272.00,1,[279],0.016513586044311523,1078.74,[1],155768703,798950#0
C,500,3129.33,1939.00,1,[318],0.6100232601165771,1285.83,[1],671962681,170156790#2
C,500,4837.95,4024.00,1,[234],0.7171146869659424,1453.78,[2],-184507815#2,3650041#1
C,500,3132.23,2330.00,1,[234],0.2352006435394287,1062.53,[2],242815109#0,-35277147#0
C,500,83.33,17.00,0,[],0.5144412517547607,478.30,[],28078731#2,-27943783#0
C,500,3761.61,4578.00,1,[279],0.5174436569213867,1329.26,[1],-155768539#1,154689110#10
C,500,100.50,18.00,0,[],0.32978296279907227,477.41,[],27943463,3650048#1
C,500,88.80,17.00,0,[],0.0005004405975341797,479.39,[],-28039373,100808567
C,500,5026.25,1339.00,1,[334],1.1760096549987793,1550.56,[1],-28037665,155799178#2
C,500,4911.63,2323.00,1,[234],0.5249490737915039,777.08,[2],-592421473#4,-75313254#0
C,500,3289.32,1526.00,1,[332],0.38132619857788086,1429.59,[1],171648623#2,27946748
C,500,3196.90,2536.00,1,[279],1.5453264713287354,1411.41,[1],4816152#0,4816152#3
C,500,46.67,12.00,0,[],0.0004999637603759766,490.29,[],-28011515#4,28011515#8
C,500,4602.59,3801.00,1,[279],0.8562347888946533,1290.76,[1],-3650041#0,28008881#8
C,500,16.31,7.00,0,[],0.15563344955444336,497.32,[],-27683075#2,163566213#7
C,500,2683.46,721.00,1,[418],0.3267805576324463,1335.85,[1],-170161111,-639837639
C,500,1379.41,780.00,1,[334],0.09408068656921387,1152.50,[1],-75313258#4,-168617599#1
C,500,88.07,17.00,0,[],0.06905913352966309,480.40,[],23315374#3,154700022#0
C,500,6.70,5.00,0,[],0.0004999637603759766,498.73,[],159238324#1,-47441103#1
C,500,9.40,6.00,0,[],0.27874016761779785,498.52,[],4947755#0,-75354224#1
C,500,3660.70,1986.00,1,[334],1.0699186325073242,1494.12,[1],333255627,-732478286
C,500,2574.59,768.00,1,[359],0.16313958168029785,1138.81,[1],154700014#3,75313258#0
C,500,2500.16,1592.00,1,[222],0.11559891700744629,1207.25,[0],783673#1,-28020826#5
C,500,1786.75,2014.00,1,[279],0.047039031982421875,1190.07,[1],360828844#4,-172067277#7
C,500,3017.44,2195.00,1,[222],0.5259513854980469,1385.10,[0],117733395#1,773078941
C,500,4105.55,3871.00,1,[418],0.6430513858795166,1620.55,[1],260900807#2,-163566186#5
C,500,1456.17,354.00,1,[305],0.03903341293334961,1097.04,[2],27930036#0,-159131955#1
C,500,33.05,11.00,0,[],0.0005009174346923828,492.96,[],478364360#1,-620786542#0
C,500,11.28,6.00,0,[],0.41135287284851074,498.00,[],243211510#3,435046677
C,500,8.98,6.00,0,[],0.0005006790161132812,498.86,[],159238300,-672381827#0
C,500,2166.52,1775.00,1,[289],0.22419214248657227,1223.56,[0],4721523#1,210508717
C,500,8.61,5.00,0,[],0.4538900852203369,498.69,[],79513885#2,86326093#3
C,500,51.94,14.00,0,[],0.22269177436828613,487.73,[],-686196791#4,-28028735#0
C,500,4074.73,3000.00,1,[233],1.153993844985962,1182.14,[1],196376299#2,4685244#0
C,500,3968.27,3350.00,1,[279],0.7826716899871826,1161.36,[1],-156464857#0,-28008881#10
C,500,3585.53,2244.00,1,[233],1.112955093383789,1482.13,[1],163383001#1,-662745678#0
C,500,2650.49,632.00,1,[233],0.2627243995666504,1065.20,[1],169859207#0,27946570#1
C,500,2010.33,534.00,1,[305],0.14412355422973633,1188.95,[2],-672381827#1,-4910567#2
C,500,3334.63,2592.00,1,[233],0.5890049934387207,2414.12,[1],163383001#0,197713163#3
C,500,123.08,20.00,0,[],0.3723182678222656,471.41,[],27934955#0,-685522508#0
C,500,1909.96,1794.00,1,[233],0.08257007598876953,1208.87,[1],171750816#0,28011532#0
C,500,2099.27,1609.00,1,[233],0.19666767120361328,1119.11,[1],198647720#0,28037849#1
C,500,1821.28,2907.00,1,[233],0.07406425476074219,1200.02,[1],-677520998,156428064#8
C,500,67.15,15.00,0,[],0.0005004405975341797,486.09,[],-28008878#0,25491992
C,500,5229.15,4042.00,1,[418],0.38933324813842773,1306.29,[1],-159131996#0,4721531#5
C,500,1507.58,460.00,1,[233],0.06505703926086426,1136.40,[1],28081598#0,-163313156#2
C,500,22.30,9.00,0,[],0.0005006790161132812,495.36,[],-28028735#5,-168346696#6
C,500,97.15,18.00,0,[],0.0004992485046386719,482.71,[],8056011,-27928341#0
C,500,4900.46,2420.00,1,[233],1.0689167976379395,0.00,[1],-156338941#0,-159131949#1
C,500,3.38,3.00,0,[],0.4268651008605957,499.53,[],242436126,4810769#3
C,500,2347.96,1111.00,1,[233],0.215684175491333,1115.23,[1],28038939#5,-684884460#5
C,500,2519.87,1219.00,1,[234],0.06855893135070801,1009.86,[2],190432831#2,3661460#0
C,500,3444.31,1157.00,1,[359],0.6820847988128662,1158.83,[1],-169251304#1,-27943848
C,500,3080.05,2290.00,1,[279],0.14061999320983887,1302.15,[1],4816177#1,27683075#4
C,500,3323.59,3936.00,1,[271],0.9658281803131104,1479.62,[1],-198647720#1,394589798
C,500,4774.55,4189.00,1,[305],0.4508852958679199,901.82,[2],154700014#11,gneE3
C,500,2524.02,2300.00,1,[271],0.1351158618927002,0.00,[1],353267810#1,355248654
C,500,3004.50,952.00,1,[305],0.11409807205200195,1062.78,[2],-4818942#10,-47441314#2
C,500,3271.49,1273.00,1,[359],0.6545615196228027,1139.45,[1],317949606#2,37077833
C,500,3215.72,1305.00,1,[271],0.4633970260620117,1062.37,[1],684014248#0,-28028733#5
C,500,2039.19,722.00,1,[222],0.1155996322631836,1309.41,[0],-799972,448620546#0
C,500,1548.95,971.00,1,[271],0.09358048439025879,1162.11,[1],163566191#4,163382997
C,500,3889.50,1843.00,1,[271],1.155991792678833,1315.95,[1],27994826#3,-77537891#0
C,500,22.20,310.00,1,[359],0.001001119613647461,1004.58,[1],-169251304#1,169251304#0
C,500,3876.41,2187.00,1,[305],0.643552303314209,1367.91,[2],155731249#2,-163566238#1
C,500,2244.36,926.00,1,[271],0.17464923858642578,8.32,[1],28039378#2,28078794#0
C,500,3148.23,2987.00,1,[279],0.2767369747161865,1253.51,[1],30326830,-27928387#0
C,500,0.00,1.00,0,[],0.20767879486083984,500.00,[],341995777#2,-171879646
C,500,3141.26,1280.00,1,[289],0.7616524696350098,1356.13,[0],195977382#1,589896289
C,500,4463.13,1738.00,1,[359],0.6335422992706299,1494.61,[1],-170800044#0,-787963823#3
C,500,15.19,7.00,0,[],0.2111804485321045,497.42,[],171600550#2,155798593
C,500,59.29,14.00,0,[],0.167144775390625,487.83,[],-163566203#0,25491865#2
C,500,9.46,5.00,0,[],0.0005013942718505859,498.66,[],-170232710#3,242966923
C,500,42.74,12.00,0,[],0.32077527046203613,492.33,[],-28039384,-4910565#0
C,500,22.43,9.00,0,[],0.0880739688873291,495.65,[],-30076496#2,167121162#2
C,500,0.00,1.00,0,[],0.26322436332702637,500.00,[],-163566186#3,-155729952#2
C,500,2421.93,642.00,1,[178],0.26172494888305664,1162.18,[2],-27942837#1,-28038952
C,500,5830.18,1230.00,1,[265],0.7571492195129395,898.36,[3],231824422#0,168608383#2
C,500,1971.93,1480.00,1,[384],0.18315625190734863,1260.32,[0],154986396#1,-255565307#3
C,500,2447.88,639.00,1,[310],0.4889068603515625,1330.82,[0],167121162#4,-184507818#1
C,500,46.40,12.00,0,[],0.0005004405975341797,490.47,[],620786548,159238289#2
C,500,2765.21,615.00,1,[338],0.12660884857177734,1199.94,[2],-27930085#5,741901320
C,500,2845.62,1211.00,1,[176],0.22769570350646973,1281.81,[0],154986397#0,27929270#1
C,500,5332.76,1211.00,1,[265],0.7941808700561523,1123.69,[3],-159131995,28037924#4
C,500,3761.40,920.00,1,[178],0.7636547088623047,1268.51,[2],-28039370#0,4880800
C,500,2641.33,1604.00,1,[345],0.286745548248291,1253.57,[2],145039121#1,159131972#1
C,500,3618.90,987.00,1,[322],0.9708330631256104,1253.61,[1],163566218#1,155731249#10
C,500,88.00,19.00,0,[],0.15813612937927246,485.47,[],-631036139,-163566181#2
C,500,2778.62,749.00,1,[345],0.7506442070007324,1333.44,[2],-732478288#0,163382981#1
C,500,3854.77,898.00,1,[290],0.5414655208587646,1247.70,[1],195773785#2,-28020826#5
C,500,5940.40,4482.00,1,[345],1.0974419116973877,1136.34,[2],4448200#0,159238302#0
C,500,1862.98,544.00,1,[384],0.07006072998046875,1253.58,[0],783673#5,23100865#4
C,500,3191.27,767.00,1,[308],0.4784111976623535,1295.93,[1],28038960#0,155765289#6
C,500,2310.05,3302.00,1,[308],0.49942827224731445,1290.88,[1],163566191#3,797062
C,500,1206.87,639.00,1,[288],0.04103493690490723,1140.93,[1],28025126#6,116583594#3
C,500,0.00,1.00,0,[],0.0005013942718505859,500.00,[],-229076201#2,-163566238#4
C,500,3273.97,2002.00,1,[308],0.7631549835205078,1317.86,[1],-171652559,-23118342#5
C,500,2953.34,839.00,1,[265],0.4829137325286865,1796.12,[3],-3661460#3,25491771#1
C,500,1984.37,463.00,1,[338],0.09908509254455566,1145.42,[2],-90542365#4,156339503
C,500,49.97,12.00,0,[],0.0004999637603759766,489.80,[],169013116#1,-136467082#1
C,500,2841.16,1053.00,1,[295],0.06705737113952637,1217.99,[1],159131988,-121040348#2
C,500,1677.16,1129.00,1,[308],0.12110447883605957,1145.70,[1],28037846#0,353267810#0
C,500,43.14,12.00,0,[],0.032527923583984375,491.58,[],-27948100#0,-366177937#1
C,500,619.10,359.00,1,[384],0.013011455535888672,1452.70,[0],155767478,-4721523#0
C,500,0.00,1.00,0,[],0.32828211784362793,500.00,[],28039369#0,353941072#1
C,500,58.80,14.00,0,[],0.11409783363342285,487.00,[],-448813839,-163566156#5
C,500,130.35,28.00,0,[],0.12861061096191406,486.91,[],726879324,28059218#5
C,500,31.42,11.00,0,[],0.20517611503601074,492.99,[],-187813123#0,28039426#0
C,500,5271.92,3906.00,1,[295],0.7826714515686035,1329.60,[1],662745678#2,-435822372#0
C,500,3089.78,2323.00,1,[290],0.40334630012512207,1391.99,[1],163383622#2,4721521#1
C,500,20.68,8.00,0,[],0.5699892044067383,495.96,[],-669870647,353938186#1
C,500,4608.28,3846.00,1,[295],0.6410496234893799,1139.91,[1],96394694,353267810#1
C,500,4233.12,1257.00,1,[338],0.3287820816040039,1192.21,[2],27938160#5,28037846#1
C,500,3901.72,1617.00,1,[178],0.5709900856018066,2448.03,[2],-353071427#1,229076197#1
C,500,2605.91,2887.00,1,[290],0.500429630279541,1155.21,[1],-741901320,4857553#7
C,500,2909.71,768.00,1,[178],0.2482130527496338,1232.70,[2],-28038954#1,-27943847
C,500,80.95,16.00,0,[],0.3232767581939697,476.73,[],28037645,639837637#0
C,500,7641.32,1723.00,1,[295],1.2926075458526611,649.10,[1],155105720#4,-28008999#0
C,500,3731.72,1280.00,1,[338],0.3508014678955078,1407.54,[2],159132002,-37077851#8
C,500,16.03,8.00,0,[],0.08707523345947266,497.01,[],-27930062#1,96397280#0
C,500,2453.10,550.00,1,[178],0.19316530227661133,1218.57,[2],156428064#1,28038952
C,500,2853.97,734.00,1,[338],0.174149751663208,0.00,[2],159132005,-353289877#2
C,500,20.66,8.00,0,[],0.3457973003387451,496.05,[],-341760642#0,27942837#1
C,500,2486.80,949.00,1,[338],0.11259579658508301,1242.15,[2],-155731255#1,159132005
C,500,0.00,1.00,0,[],0.06555604934692383,500.00,[],145039120#3,356102172#3
C,500,1667.24,788.00,1,[322],0.15062904357910156,1095.44,[1],163566156#3,26647752
C,500,1644.33,768.00,1,[322],0.1961679458618164,1172.99,[1],27996155#2,548694371#2
C,500,14.05,7.00,0,[],0.0005006790161132812,497.03,[],170232710#1,113514776#1
C,500,2782.10,1713.00,1,[322],0.22619318962097168,1226.10,[1],163566186#6,-27929143#8
C,500,2179.11,717.00,1,[288],0.11009502410888672,1256.98,[1],787963823#0,28026221#4
C,500,2688.96,1356.00,1,[338],0.10659027099609375,1129.89,[2],-353945037,-171750816#1
C,500,51.17,14.00,0,[],0.40334558486938477,489.04,[],-4947753#2,-119926726#4
C,500,3492.99,1076.00,1,[310],0.2947537899017334,922.71,[0],27929339,-27948100#3
C,500,3247.12,1140.00,1,[338],0.25371694564819336,1249.01,[2],-159132008#1,-155799176
C,500,3363.82,1419.00,1,[178],0.28874802589416504,1292.72,[2],-28038954#1,77534588#0
C,500,1402.16,640.00,1,[176],0.2672276496887207,1202.58,[0],592693567#1,-195977382#2
C,500,1595.58,1653.00,1,[176],0.11209607124328613,1144.24,[0],797065#0,-799959
C,500,3239.84,3205.00,1,[308],0.3357884883880615,1319.45,[1],246124643#1,-28059218#0
C,500,1986.08,462.00,1,[265],0.12110376358032227,1214.31,[3],-159131989,154700014#11
C,500,3214.12,1085.00,1,[265],0.14912796020507812,1157.64,[3],609613817,-27207077#1
C,500,2888.38,1096.00,1,[322],0.27123284339904785,1310.07,[1],156340399#0,27929143#9
C,500,2881.59,1057.00,1,[265],0.30776476860046387,1838.33,[3],159131962,639837637#0
C,500,4685.56,2465.00,1,[265],0.7116110324859619,1698.62,[3],311368230#0,-27929527#0
C,500,37.33,11.00,0,[],0.04153561592102051,492.18,[],833866#1,-187164860#3
C,500,10.71,6.00,0,[],0.4388761520385742,498.11,[],740757381#1,gneE22
C,500,58.70,14.00,0,[],0.0005002021789550781,488.13,[],28008881#0,27930085#5
C,500,2504.06,1074.00,1,[265],0.27173376083374023,1936.55,[3],159131976#0,-378959094#0
C,500,3712.53,1010.00,1,[308],0.505434513092041,1209.00,[1],-28038924#0,-27946739#1
C,500,43.54,12.00,0,[],0.0005006790161132812,490.52,[],-170232710#0,46256517#1
C,500,31.34,607.00,0,[],0.3928375244140625,478.86,[],171748997,153673663#1-AddedOffRampEdge
C,500,3251.12,3302.00,1,[308],0.6290395259857178,1381.04,[1],325301028,-847965933
C,500,1770.29,836.00,1,[345],0.18615961074829102,1162.06,[2],4910569#2,697326685#2
C,500,3095.46,1502.00,1,[288],0.23119854927062988,993.43,[1],116583594#2,4848962
C,500,3139.17,1232.00,1,[265],0.240706205368042,1163.17,[3],-47441044#0,156338938#0
C,500,59.13,13.00,0,[],0.0005006790161132812,486.20,[],28038074,-4910508#1
C,500,0.00,1.00,0,[],0.015513181686401367,500.00,[],190432831#7,27929913#3
C,500,1609.25,1391.00,1,[322],0.13911914825439453,1102.16,[1],163566150#1,25491865#0
C,500,4959.89,4050.00,1,[322],1.3676738739013672,1464.13,[1],-325301028,-159131942#0
C,500,3533.24,2250.00,1,[338],0.40384650230407715,0.00,[2],-159131985#1,-141271865#1
C,500,2988.93,1772.00,1,[322],0.3482985496520996,1008.57,[1],684014245#1,28008884#0
C,500,4453.13,1099.00,1,[384],0.8252079486846924,1565.98,[0],4857553#2,-145456123#1
C,500,1376.33,464.00,1,[178],0.09358000755310059,1510.63,[2],163566243#5,-28091024#4
C,500,5090.89,1522.00,1,[345],0.5329568386077881,684.74,[2],-170161111,-187746140
C,500,10.90,6.00,0,[],0.0005011558532714844,497.42,[],-28038115#1,-155731249#2
C,500,3039.13,1539.00,1,[176],0.279740571975708,1393.63,[0],121174583#0,27931709#5
C,500,69.70,16.00,0,[],0.1961681842803955,484.05,[],-28028708,325259851#2
C,500,55.73,13.00,0,[],0.0010013580322265625,487.63,[],-27931728,353267810#2
C,500,3730.36,1164.00,1,[295],0.37732386589050293,1203.02,[1],242821393#2,170796045
C,500,4604.29,1505.00,1,[345],0.804189920425415,804.63,[2],-700814710#1,-159238289#0
C,500,12.68,6.00,0,[],0.09708261489868164,497.74,[],824491853#3,4857564#0
C,500,47.30,13.00,0,[],0.044538259506225586,489.25,[],-86326093#3,28039374#0
C,500,4128.84,2295.00,1,[345],0.7226202487945557,1452.04,[2],833500#0,27942837#0
C,500,4053.06,1609.00,1,[384],1.40720796585083,1563.37,[0],464545496#2,155731249#11
C,500,3597.55,3781.00,1,[295],0.1301121711730957,1210.08,[1],148760007#6,-834267#0
C,500,4112.18,1390.00,1,[338],0.5354592800140381,1356.77,[2],159131970#1,-155768982#1
C,500,1381.96,544.00,1,[176],0.040033817291259766,1558.48,[0],-3697933#5,79824392
C,500,2036.10,534.00,1,[349],0.1791536808013916,1148.80,[1],378559843#1,317949606#0
C,500,3242.40,1955.00,1,[212],0.4338722229003906,1380.97,[1],-28026216#3,684014245#0
C,500,1465.29,394.00,1,[244],0.04603981971740723,1182.82,[1],122066607#1,-159132024
C,500,2264.34,512.00,1,[293],0.17514991760253906,1196.97,[1],-28038070#2,25491956#0
C,500,2443.28,1477.00,1,[293],0.31827259063720703,1316.26,[1],-28013715,167121162#2
C,500,3571.15,848.00,1,[322],0.8757510185241699,1315.30,[0],400901674,277919186
C,500,808.56,288.00,1,[212],0.02402043342590332,1074.96,[1],833772#0,633426505#1
C,500,3654.95,3292.00,1,[348],1.3321435451507568,1513.07,[1],163313151#8,-101850720#1
C,500,5.50,4.00,0,[],0.1986706256866455,499.20,[],-171879635#1,-47441044#2
C,500,14.68,7.00,0,[],0.6000146865844727,497.68,[],-79513512#1,-684884460#4
C,500,1980.39,1917.00,1,[349],0.15112972259521484,1153.20,[1],-3650125,181712551#0
C,500,3221.49,3270.00,1,[349],0.42136192321777344,1480.29,[1],246124643#5,639837637#0
C,500,51.42,13.00,0,[],0.0005004405975341797,488.26,[],27931731#0,-28039369#1
C,500,1212.52,429.00,1,[348],0.08907580375671387,1179.83,[1],592775633#0,171750816#2
C,500,60.24,14.00,0,[],0.0005009174346923828,486.45,[],-28022566#0,808562172#1
C,500,4904.03,3765.00,1,[344],0.5169439315795898,0.00,[2],-4721502#6,154980824#3
C,500,3985.43,1317.00,1,[332],0.532456636428833,1475.49,[0],250134165#0,159132015#0
C,500,4.04,4.00,0,[],0.40834999084472656,499.24,[],-27993917#0,-27994860#1
C,500,2128.16,2337.00,1,[348],0.2477128505706787,1196.14,[1],-163566219#2,-548694371#2
C,500,997.64,313.00,1,[260],0.06055164337158203,1125.52,[2],255565307#0,818516141#0
C,500,1229.98,356.00,1,[344],0.01601386070251465,1150.44,[2],-46346749,779160783
C,500,46.83,13.00,0,[],0.33528852462768555,489.06,[],-163566156#5,-27683075#3
C,500,4.80,5.00,0,[],0.0005006790161132812,499.20,[],27931709#6,172454783
C,500,22.97,9.00,0,[],0.20968103408813477,495.50,[],-159257679,187808449#0
C,500,1600.25,1865.00,1,[260],0.09207916259765625,1197.69,[2],-4845308#0,75354228#1
C,500,45.43,12.00,0,[],0.06655740737915039,489.75,[],740104320,798950#0
C,500,13.37,7.00,0,[],0.3407933712005615,497.56,[],4947755#6,155731407#0
C,500,2577.17,722.00,1,[305],0.6620686054229736,1332.48,[1],-215668331#7,-159132007
C,500,4355.33,3120.00,1,[260],0.8622398376464844,1493.64,[2],-163566218#4,28009001#0
C,500,2598.11,3687.00,1,[260],0.19516849517822266,1268.56,[2],141271864#0,-163566203#0
C,500,18.40,8.00,0,[],0.2802407741546631,497.06,[],79513885#3,4947753#1
C,500,3431.12,1676.00,1,[348],0.31777215003967285,1144.88,[1],-28091014,-28091024#1
C,500,14.40,56.00,0,[],0.27873826026916504,496.77,[],-154981027#0,-27930076#3
C,500,2672.70,762.00,1,[332],0.5304546356201172,1394.83,[0],-4910564#0,246124647#0
C,500,7.04,5.00,0,[],0.20317387580871582,498.98,[],27943809#0,353468986#0
C,500,42.74,13.00,0,[],0.25121641159057617,491.87,[],-28039384,4845308#1
C,500,2543.69,599.00,1,[244],0.16263937950134277,1191.80,[1],-159131949#1,87433473#1
C,500,6854.50,1831.00,1,[446],1.3471546173095703,1425.77,[2],-144335321#0,-28028741#0
C,500,15.88,8.00,0,[],0.3563055992126465,496.85,[],163566208,198726454#0
C,500,3143.53,1498.00,1,[446],0.16363978385925293,1352.07,[2],246124643#2,29418991#1
C,500,3456.31,1607.00,1,[244],0.4223620891571045,1990.34,[1],154986396#2,808562172#0
C,500,6835.60,1706.00,1,[244],1.0559048652648926,664.05,[1],340208064#2,-28028738#0
C,500,2747.05,3774.00,1,[244],0.17715072631835938,1927.95,[1],-662745678#2,27207077#0
C,500,4514.36,1174.00,1,[293],1.1224627494812012,1498.82,[1],-353897405#2,-159131932
C,500,5468.62,4888.00,1,[288],1.191521167755127,1495.44,[0],-171648623#2,-159131970#2
C,500,4152.07,2332.00,1,[293],1.2055344581604004,1508.95,[1],28037931,210509032
C,500,5108.42,1497.00,1,[212],1.1119544506072998,1440.28,[1],28025135#0,28037773
C,500,3479.33,2840.00,1,[349],0.3237781524658203,1417.21,[1],87433473#1,-27928339#0
C,500,2548.93,2897.00,1,[349],0.3187720775604248,1221.13,[1],196371317#0,-187373858#1
C,500,2909.49,1340.00,1,[344],0.23269939422607422,1170.28,[2],-190432831#5,-197713163#4
C,500,2728.36,863.00,1,[212],0.3167715072631836,1176.69,[1],4794842#0,85621304#3
C,500,0.00,1.00,0,[],0.07956814765930176,500.00,[],-159131996#2,27943813#1
C,500,4338.95,3814.00,1,[212],0.6635704040527344,1376.33,[1],-159131996#2,684884460#7
C,500,7.20,5.00,0,[],0.000499725341796875,498.76,[],-27931709#2,96398383#1
C,500,3032.31,1219.00,1,[212],0.6255359649658203,1667.69,[1],148760007#1,25491865#1
C,500,2488.37,1257.00,1,[212],0.22519278526306152,1694.26,[1],818320887,-800802#0
C,500,3092.42,2661.00,1,[288],1.0113670825958252,1315.75,[0],167121171#3,589896294#1
C,500,2821.07,1342.00,1,[293],0.3653132915496826,1199.61,[1],-28037925#3,-163313151#6
C,500,2139.68,793.00,1,[212],0.26622796058654785,2019.93,[1],-154830749,184058807#5
C,500,3528.03,3338.00,1,[349],0.535959005355835,1491.82,[1],28285082#1,614923385#2
C,500,2893.30,1006.00,1,[305],0.6310415267944336,1385.93,[1],4721523#1,-47441044#0
C,500,2195.39,563.00,1,[322],0.2306981086730957,1146.62,[0],198725408,-28039391#0
C,500,1.99,3.00,0,[],0.037032365798950195,499.66,[],159132009#0,-28028738#0
C,500,35.61,11.00,0,[],0.000499725341796875,493.45,[],27946566#4,184507823
C,500,23.41,33.00,0,[],0.4884183406829834,495.39,[],187372887#3,-620786542#0
C,500,18.52,8.00,0,[],0.05004286766052246,496.54,[],250134167#1,-156340403
C,500,1.13,2.00,0,[],0.05154275894165039,499.89,[],-242815109#0,-27946738#1
C,500,31.32,10.00,0,[],0.09457969665527344,494.45,[],-4910570#2,4816177#1
C,500,5034.35,4527.00,1,[344],0.3067631721496582,750.74,[2],-403952818,-155767481
C,500,4003.43,2000.00,1,[344],0.20067214965820312,4536.71,[2],159132016#2,-3663345#2
C,500,3384.66,1273.00,1,[446],0.3507997989654541,2131.63,[2],-155731405#3,-30095292
C,500,60.24,15.00,0,[],0.0004994869232177734,488.39,[],-28022566#0,-27943766#0
C,500,5329.02,3759.00,1,[344],0.6710770130157471,2942.81,[2],-159131978#1,255565307#5
C,500,21.01,8.00,0,[],0.2402057647705078,496.43,[],468023823,-694202752#0
C,500,12.12,7.00,0,[],0.4168572425842285,496.76,[],-334778829,79513885#9
C,500,16.75,8.00,0,[],0.31026649475097656,496.92,[],79716958,159131940#2
C,500,1854.09,4510.00,1,[260],0.14312171936035156,1040.92,[2],882766594#0,-797061
C,500,2778.86,4700.00,1,[260],0.3432948589324951,1148.29,[2],163566160#0,-28027988#0
C,500,4429.63,2940.00,1,[344],0.4583930969238281,0.00,[2],-842034384#0,-75354233#1
C,500,19.75,8.00,0,[],0.2877471446990967,496.42,[],154689110#4,3697918#3
C,500,5933.76,3500.00,1,[446],1.2450675964355469,1324.81,[2],-155729952#2,167121171#1.31
C,500,6.30,4.00,0,[],0.3658139705657959,499.20,[],163566186#6,353938186#0
C,500,47.93,13.00,0,[],0.07706689834594727,490.67,[],673957372#2,187164860#2
C,500,13.59,7.00,0,[],0.000499725341796875,496.87,[],28039426#5,-28022454#1
C,500,58.58,14.00,0,[],0.39383864402770996,488.20,[],27943766#1,824491854#1
C,500,0.00,1.00,0,[],0.1251065731048584,500.00,[],28022560,28038070#1
C,500,144.55,22.00,0,[],0.46790003776550293,459.70,[],-28078794#5,-4947758#1
C,500,4368.42,3988.00,1,[332],0.7391347885131836,1659.29,[0],-246124643#4,-27135955
C,500,4429.47,3604.00,1,[332],1.1404776573181152,1355.95,[0],-639839810,27930078#0
