Weighting,Starting Battery Capacity (Wh),Route Distance (m),Travel Time (s),CS stops,CS Stop Duration (s),Algorithm Runtime (s),Remaining Battery Capacity At End (Wh),Number of EVs Charging,Start Edge,End Edge
A,500,22.20,344.00,1,[100],0.004003286361694336,1003.07,[1],-169251304#1,169251304#0
A,500,3650.86,2762.00,1,[372],0.4618966579437256,1338.86,[4],155731249#2,-163566238#1
A,500,2611.38,2698.00,1,[353],0.2407057285308838,0.00,[1],28039378#2,28078794#0
A,500,1757.75,2353.00,1,[202],0.1030886173248291,1199.92,[0],30326830,-27928387#0
A,500,4159.49,2635.00,1,[390],1.0078654289245605,1396.82,[2],341995777#2,-171879646
A,500,3137.17,1991.00,1,[289],0.5379619598388672,1319.88,[0],195977382#1,589896289
A,500,10.18,6.00,0,[],0.1496284008026123,497.88,[],-170800044#0,-787963823#3
A,500,4530.73,3427.00,1,[353],1.3851888179779053,1309.07,[1],171600550#2,155798593
A,500,1367.40,469.00,1,[249],0.16063809394836426,1339.26,[1],-163566203#0,25491865#2
A,500,9.46,5.00,0,[],0.004004001617431641,498.59,[],-170232710#3,242966923
A,500,3423.61,2587.00,1,[353],1.0624117851257324,0.00,[1],-28039384,-4910565#0
A,500,5085.31,3493.00,1,[372],0.745140552520752,720.54,[4],-30076496#2,167121162#2
A,500,2602.47,2241.00,1,[249],0.6555638313293457,1156.75,[1],-163566186#3,-155729952#2
A,500,2421.93,597.00,1,[170],0.282742977142334,1179.64,[1],-27942837#1,-28038952
A,500,5830.18,1192.00,1,[169],0.8031899929046631,819.39,[2],231824422#0,168608383#2
A,500,4672.29,4492.00,1,[169],0.8071928024291992,2845.48,[2],154986396#1,-255565307#3
A,500,2447.88,946.00,1,[293],0.5119390487670898,1341.97,[2],167121162#4,-184507818#1
A,500,46.40,12.00,0,[],0.004004240036010742,491.12,[],620786548,159238289#2
A,500,2765.21,646.00,1,[313],0.10959434509277344,1212.68,[1],-27930085#5,741901320
A,500,2845.62,1332.00,1,[218],0.23169898986816406,1305.88,[2],154986397#0,27929270#1
A,500,5400.45,1382.00,1,[169],0.7991864681243896,1195.43,[2],-159131995,28037924#4
A,500,4042.42,986.00,1,[170],0.7286255359649658,1376.21,[1],-28039370#0,4880800
A,500,4083.32,3755.00,1,[281],0.8847594261169434,1466.92,[0],145039121#1,159131972#1
A,500,3504.72,963.00,1,[316],1.048901081085205,1304.18,[1],163566218#1,155731249#10
A,500,88.00,19.00,0,[],0.13861918449401855,485.45,[],-631036139,-163566181#2
A,500,3327.99,3033.00,1,[166],0.7076070308685303,1424.93,[2],-732478288#0,163382981#1
A,500,3854.77,907.00,1,[228],0.5549769401550293,1268.89,[1],195773785#2,-28020826#5
A,500,6807.61,4314.00,1,[169],1.1695036888122559,5020.30,[2],4448200#0,159238302#0
A,500,1983.50,535.00,1,[293],0.17565083503723145,1278.10,[2],783673#5,23100865#4
A,500,2695.81,1096.00,1,[170],0.23119783401489258,0.00,[1],28038960#0,155765289#6
A,500,2669.70,4354.00,1,[296],0.257220983505249,1229.55,[2],163566191#3,797062
A,500,1206.87,636.00,1,[281],0.048041582107543945,1144.22,[0],28025126#6,116583594#3
A,500,0.00,1.00,0,[],0.004003286361694336,500.00,[],-229076201#2,-163566238#4
A,500,3327.94,3489.00,1,[296],0.843224048614502,1334.91,[2],-171652559,-23118342#5
A,500,2884.20,1099.00,1,[169],0.4438803195953369,1851.23,[2],-3661460#3,25491771#1
A,500,2193.58,941.00,1,[169],0.12861013412475586,1884.60,[2],-90542365#4,156339503
A,500,49.97,14.00,0,[],0.003503561019897461,489.22,[],169013116#1,-136467082#1
A,500,2863.18,1370.00,1,[287],0.07256221771240234,1214.20,[2],159131988,-121040348#2
A,500,1657.88,512.00,1,[296],0.11209630966186523,1126.92,[2],28037846#0,353267810#0
A,500,3927.94,3865.00,1,[166],0.6260378360748291,1401.99,[2],-27948100#0,-366177937#1
A,500,619.10,269.00,1,[169],0.02802419662475586,1089.48,[0],155767478,-4721523#0
A,500,0.00,1.00,0,[],0.3162720203399658,500.00,[],28039369#0,353941072#1
A,500,58.80,14.00,0,[],0.13561630249023438,488.69,[],-448813839,-163566156#5
A,500,1908.74,773.00,1,[316],0.21018123626708984,1177.78,[1],726879324,28059218#5
A,500,3170.88,1220.00,1,[169],0.37682461738586426,1226.91,[0],-187813123#0,28039426#0
A,500,0.00,1.00,0,[],0.16314101219177246,500.00,[],662745678#2,-435822372#0
A,500,3210.61,2385.00,1,[228],0.5084366798400879,1395.18,[1],163383622#2,4721521#1
A,500,2691.88,1244.00,1,[218],0.7331297397613525,1403.45,[2],-669870647,353938186#1
A,500,2642.88,696.00,1,[166],0.6875896453857422,1309.33,[2],96394694,353267810#1
A,500,4975.00,1502.00,1,[169],0.9593234062194824,0.00,[2],27938160#5,28037846#1
A,500,3114.43,987.00,1,[296],0.6050198078155518,1397.55,[2],-353071427#1,229076197#1
A,500,2590.61,2433.00,1,[296],0.665071964263916,1264.77,[2],-741901320,4857553#7
A,500,2962.03,876.00,1,[170],0.19116473197937012,0.00,[1],-28038954#1,-27943847
A,500,4255.64,1592.00,1,[170],0.9483139514923096,1521.50,[1],28037645,639837637#0
A,500,8439.96,5401.00,1,[287],1.2115395069122314,667.91,[2],155105720#4,-28008999#0
A,500,3541.17,1359.00,1,[313],0.2657284736633301,1351.61,[1],159132002,-37077851#8
A,500,2071.61,2036.00,1,[169],0.08557367324829102,1092.49,[2],-27930062#1,96397280#0
A,500,2359.30,706.00,1,[170],0.20667743682861328,0.00,[1],156428064#1,28038952
A,500,4445.18,2734.00,1,[169],0.6325418949127197,1240.66,[2],159132005,-353289877#2
A,500,20.66,8.00,0,[],0.3117666244506836,496.15,[],-341760642#0,27942837#1
A,500,1545.44,1496.00,1,[169],0.05454683303833008,1879.11,[2],-155731255#1,159132005
A,500,1846.88,494.00,1,[166],0.22769474983215332,1201.78,[2],145039120#3,356102172#3
A,500,1510.13,681.00,1,[170],0.21018052101135254,117.95,[1],163566156#3,26647752
A,500,1591.65,3223.00,1,[316],0.1966686248779297,1089.38,[1],27996155#2,548694371#2
A,500,14.05,7.00,0,[],0.004003286361694336,497.17,[],170232710#1,113514776#1
A,500,2244.15,775.00,1,[170],0.45989465713500977,1221.76,[1],163566186#6,-27929143#8
A,500,1058.85,798.00,1,[166],0.02752375602722168,2355.36,[2],787963823#0,28026221#4
A,500,2656.65,1012.00,1,[313],0.12310576438903809,1180.22,[1],-353945037,-171750816#1
A,500,51.17,13.00,0,[],0.3603096008300781,489.73,[],-4947753#2,-119926726#4
A,500,3816.82,655.00,1,[293],0.23870563507080078,814.21,[2],27929339,-27948100#3
A,500,3244.49,793.00,1,[313],0.21068120002746582,1178.07,[1],-159132008#1,-155799176
A,500,3041.84,1234.00,1,[296],0.2707326412200928,1371.28,[2],-28038954#1,77534588#0
A,500,1603.89,483.00,1,[218],0.367816686630249,1184.74,[2],592693567#1,-195977382#2
A,500,1534.68,716.00,1,[169],0.15813565254211426,1219.67,[0],797065#0,-799959
A,500,2110.69,1487.00,1,[218],0.1105949878692627,1245.45,[2],246124643#1,-28059218#0
A,500,1986.08,1910.00,1,[169],0.1326141357421875,1168.85,[2],-159131989,154700014#11
A,500,3717.42,3262.00,1,[287],0.24270963668823242,1208.97,[2],609613817,-27207077#1
A,500,5161.18,3287.00,1,[313],1.1920230388641357,1568.24,[1],156340399#0,27929143#9
A,500,4049.55,944.00,1,[287],0.4694030284881592,1414.88,[2],159131962,639837637#0
A,500,5879.33,2496.00,1,[169],0.7726635932922363,3173.76,[2],311368230#0,-27929527#0
A,500,5111.75,2701.00,1,[166],0.9943544864654541,1103.05,[2],833866#1,-187164860#3
A,500,1821.20,1294.00,1,[170],0.10509061813354492,1154.85,[1],740757381#1,gneE22
A,500,58.70,14.00,0,[],0.004004240036010742,485.43,[],28008881#0,27930085#5
A,500,2462.05,2087.00,1,[169],0.35780787467956543,1361.10,[2],159131976#0,-378959094#0
A,500,3365.53,835.00,1,[170],0.49192214012145996,1137.17,[1],-28038924#0,-27946739#1
A,500,43.54,12.00,0,[],0.004003286361694336,490.42,[],-170232710#0,46256517#1
A,500,4837.18,3298.00,1,[228],1.2205474376678467,1051.86,[1],171748997,153673663#1-AddedOffRampEdge
A,500,3036.31,1342.00,1,[296],0.7626559734344482,2828.02,[2],325301028,-847965933
A,500,1760.20,749.00,1,[166],0.2016735076904297,2094.25,[2],4910569#2,697326685#2
A,500,2983.46,2118.00,1,[281],0.20917940139770508,1075.08,[0],116583594#2,4848962
A,500,3296.68,1170.00,1,[169],0.17965412139892578,0.00,[2],-47441044#0,156338938#0
A,500,59.13,14.00,0,[],0.004002809524536133,485.70,[],28038074,-4910508#1
A,500,4678.61,3265.00,1,[287],0.695096492767334,978.02,[2],190432831#7,27929913#3
A,500,1230.03,675.00,1,[170],0.13911890983581543,1671.45,[1],163566150#1,25491865#0
A,500,3028.56,817.00,1,[296],0.6515591144561768,0.00,[2],-325301028,-159131942#0
A,500,3221.58,1200.00,1,[169],0.3292837142944336,0.00,[2],-159131985#1,-141271865#1
A,500,2945.36,1697.00,1,[316],0.42086100578308105,1102.07,[1],684014245#1,28008884#0
A,500,5781.49,3564.00,1,[169],1.2140429019927979,1491.56,[0],4857553#2,-145456123#1
A,500,1761.37,508.00,1,[228],0.15363287925720215,1151.42,[1],163566243#5,-28091024#4
A,500,43.18,12.00,0,[],0.14612603187561035,481.76,[],-170161111,-187746140
A,500,10.90,6.00,0,[],0.004004716873168945,497.78,[],-28038115#1,-155731249#2
A,500,3528.12,2793.00,1,[293],0.1501293182373047,1348.51,[2],121174583#0,27931709#5
A,500,69.70,15.00,0,[],0.2111823558807373,485.91,[],-28028708,325259851#2
A,500,55.73,13.00,0,[],0.0035042762756347656,489.02,[],-27931728,353267810#2
A,500,3440.77,879.00,1,[287],0.3407933712005615,1185.52,[2],242821393#2,170796045
A,500,5425.93,2427.00,1,[166],0.9072794914245605,536.68,[2],-700814710#1,-159238289#0
A,500,1393.33,754.00,1,[169],0.10709261894226074,1053.10,[2],824491853#3,4857564#0
A,500,3195.39,3375.00,1,[293],0.24170827865600586,1380.69,[2],-86326093#3,28039374#0
A,500,4295.46,2591.00,1,[166],1.0013597011566162,1471.45,[2],833500#0,27942837#0
A,500,4398.66,1033.00,1,[169],1.2891056537628174,1432.63,[0],464545496#2,155731249#11
A,500,1097.15,677.00,1,[166],0.028524398803710938,1507.15,[2],148760007#6,-834267#0
A,500,3691.10,838.00,1,[313],0.6470544338226318,0.00,[1],159131970#1,-155768982#1
A,500,863.85,350.00,1,[169],0.03603100776672363,1124.85,[0],-3697933#5,79824392
A,500,2036.10,538.00,1,[277],0.18115496635437012,1163.51,[1],378559843#1,317949606#0
A,500,3263.87,1544.00,1,[212],0.43587350845336914,1426.98,[3],-28026216#3,684014245#0
A,500,1465.29,392.00,1,[362],0.049042701721191406,1171.01,[2],122066607#1,-159132024
A,500,2264.34,509.00,1,[323],0.17965483665466309,1219.51,[2],-28038070#2,25491956#0
A,500,2443.28,1179.00,1,[323],0.32477784156799316,1331.82,[2],-28013715,167121162#2
A,500,3571.15,820.00,1,[348],0.8927664756774902,1279.84,[0],400901674,277919186
A,500,808.56,311.00,1,[212],0.02752375602722168,1086.15,[3],833772#0,633426505#1
A,500,3639.09,2545.00,1,[310],1.3481574058532715,0.00,[1],163313151#8,-101850720#1
A,500,5.50,4.00,0,[],0.1986711025238037,499.20,[],-171879635#1,-47441044#2
A,500,2012.92,1333.00,1,[295],0.14412236213684082,1182.68,[1],-79513512#1,-684884460#4
A,500,1980.39,1549.00,1,[277],0.1546323299407959,1147.72,[1],-3650125,181712551#0
A,500,2928.66,3237.00,1,[310],0.36981797218322754,0.00,[1],246124643#5,639837637#0
A,500,51.42,13.00,0,[],0.004002809524536133,489.04,[],27931731#0,-28039369#1
A,500,1212.52,449.00,1,[310],0.09708380699157715,1181.34,[1],592775633#0,171750816#2
A,500,60.24,13.00,0,[],0.004003763198852539,486.96,[],-28022566#0,808562172#1
A,500,2292.00,1029.00,1,[212],0.3462972640991211,1364.08,[3],-4721502#6,154980824#3
A,500,4079.39,1325.00,1,[336],0.5885040760040283,1460.29,[2],250134165#0,159132015#0
A,500,4.04,3.00,0,[],0.3758223056793213,499.63,[],-27993917#0,-27994860#1
A,500,1706.04,2118.00,1,[323],0.31076622009277344,1175.39,[2],-163566219#2,-548694371#2
A,500,997.64,365.00,1,[295],0.11109423637390137,1117.39,[1],255565307#0,818516141#0
A,500,1548.81,395.00,1,[366],0.02301812171936035,1119.38,[0],-46346749,779160783
A,500,2126.81,1115.00,1,[323],0.5269515514373779,1287.51,[2],-163566156#5,-27683075#3
A,500,4.80,4.00,0,[],0.00400233268737793,499.45,[],27931709#6,172454783
A,500,2417.08,2431.00,1,[323],0.5104365348815918,1254.80,[2],-159257679,187808449#0
A,500,1600.25,1449.00,1,[295],0.10609006881713867,1189.68,[1],-4845308#0,75354228#1
A,500,5043.82,4636.00,1,[362],0.6995992660522461,1271.72,[2],740104320,798950#0
A,500,13.37,7.00,0,[],0.2747344970703125,498.22,[],4947755#6,155731407#0
A,500,2333.23,737.00,1,[378],0.6035182476043701,1270.94,[0],-215668331#7,-159132007
A,500,3092.93,1156.00,1,[310],0.6195311546325684,1320.32,[1],-163566218#4,28009001#0
A,500,2727.68,3140.00,1,[295],0.3242778778076172,1330.51,[1],141271864#0,-163566203#0
A,500,2717.37,1444.00,1,[323],0.3733203411102295,1276.12,[2],79513885#3,4947753#1
A,500,2463.88,1041.00,1,[323],0.1251070499420166,1049.92,[2],-28091014,-28091024#1
A,500,3453.56,1424.00,1,[310],0.880256175994873,1457.26,[1],-154981027#0,-27930076#3
A,500,3230.01,2440.00,1,[212],0.8367176055908203,1277.37,[3],-4910564#0,246124647#0
A,500,7.04,5.00,0,[],0.16063785552978516,498.67,[],27943809#0,353468986#0
A,500,42.74,12.00,0,[],0.23920512199401855,491.15,[],-28039384,4845308#1
A,500,2543.69,618.00,1,[362],0.23169994354248047,1390.64,[2],-159131949#1,87433473#1
A,500,7056.50,3096.00,1,[510],1.2831010818481445,1551.93,[1],-144335321#0,-28028741#0
A,500,508.17,634.00,1,[323],0.019016027450561523,1325.22,[2],163566208,198726454#0
A,500,3941.31,3638.00,1,[277],0.8472268581390381,1531.24,[1],246124643#2,29418991#1
A,500,3328.86,1371.00,1,[362],0.38683104515075684,1357.02,[2],154986396#2,808562172#0
A,500,6835.60,1555.00,1,[362],1.0599088668823242,706.42,[2],340208064#2,-28028738#0
A,500,1739.69,3434.00,1,[212],0.1426219940185547,1344.95,[3],-662745678#2,27207077#0
A,500,3799.75,1407.00,1,[277],0.7286252975463867,1394.50,[1],-353897405#2,-159131932
A,500,3170.38,713.00,1,[336],0.8362162113189697,1395.06,[2],-171648623#2,-159131970#2
A,500,4680.95,3409.00,1,[277],1.015371561050415,0.00,[1],28037931,210509032
A,500,4167.54,1852.00,1,[336],0.558978796005249,1389.14,[2],28025135#0,28037773
A,500,3098.55,2474.00,1,[277],0.3257791996002197,1330.33,[1],87433473#1,-27928339#0
A,500,2528.41,3290.00,1,[277],0.3217747211456299,1195.34,[1],196371317#0,-187373858#1
A,500,2786.45,588.00,1,[366],0.26422739028930664,1235.22,[0],-190432831#5,-197713163#4
A,500,2279.49,976.00,1,[336],0.25621891021728516,75.70,[2],4794842#0,85621304#3
A,500,5152.68,2807.00,1,[362],1.0043613910675049,1367.64,[2],-159131996#2,27943813#1
A,500,3786.61,2558.00,1,[362],0.5429661273956299,1362.29,[2],-159131996#2,684884460#7
A,500,7.20,5.00,0,[],0.004003047943115234,498.61,[],-27931709#2,96398383#1
A,500,3936.46,2211.00,1,[212],0.8026890754699707,3503.80,[3],148760007#1,25491865#1
A,500,15.96,8.00,0,[],0.07306218147277832,496.10,[],818320887,-800802#0
A,500,3219.43,2596.00,1,[294],0.8086934089660645,1269.03,[0],167121171#3,589896294#1
A,500,2521.82,1085.00,1,[323],0.23420119285583496,1208.05,[2],-28037925#3,-163313151#6
A,500,2120.95,618.00,1,[212],0.26372623443603516,1334.40,[3],-154830749,184058807#5
A,500,3649.24,3196.00,1,[277],0.6025168895721436,1539.73,[1],28285082#1,614923385#2
A,500,2743.03,2354.00,1,[336],0.8347160816192627,1664.82,[2],4721523#1,-47441044#0
A,500,1811.69,501.00,1,[348],0.21618413925170898,1090.67,[0],198725408,-28039391#0
A,500,1.99,2.00,0,[],0.11209464073181152,499.86,[],159132009#0,-28028738#0
A,500,35.61,11.00,0,[],0.004003286361694336,492.70,[],27946566#4,184507823
A,500,3354.38,2810.00,1,[295],0.3242783546447754,1373.74,[1],187372887#3,-620786542#0
A,500,3439.61,1326.00,1,[362],0.31526947021484375,1467.72,[2],250134167#1,-156340403
A,500,4558.12,3186.00,1,[212],1.0278806686401367,3429.72,[3],-242815109#0,-27946738#1
A,500,1442.24,793.00,1,[212],0.12460589408874512,1150.02,[3],-4910570#2,4816177#1
A,500,4029.74,3880.00,1,[362],0.4633965492248535,1486.48,[2],-403952818,-155767481
A,500,1277.16,1071.00,1,[362],0.023519277572631836,2114.51,[2],159132016#2,-3663345#2
A,500,2208.19,887.00,1,[362],0.18215632438659668,1616.44,[2],-155731405#3,-30095292
A,500,60.24,14.00,0,[],0.00400233268737793,488.51,[],-28022566#0,-27943766#0
A,500,4882.38,4611.00,1,[362],0.4854152202606201,817.23,[2],-159131978#1,255565307#5
A,500,1538.36,399.00,1,[348],0.08707427978515625,1098.84,[0],468023823,-694202752#0
A,500,2116.67,1416.00,1,[310],0.2987556457519531,1082.75,[1],-334778829,79513885#9
A,500,16.75,7.00,0,[],0.39834070205688477,497.23,[],79716958,159131940#2
A,500,4211.64,3780.00,1,[277],0.5699882507324219,1200.45,[1],882766594#0,-797061
A,500,817.97,682.00,1,[310],0.054045915603637695,1040.17,[1],163566160#0,-28027988#0
A,500,4913.90,1406.00,1,[366],0.500429630279541,1571.24,[0],-842034384#0,-75354233#1
A,500,1415.97,2940.00,1,[277],0.10509085655212402,984.66,[1],154689110#4,3697918#3
A,500,30.44,10.00,0,[],0.21768689155578613,492.95,[],-155729952#2,167121171#1.31
A,500,2478.54,2388.00,1,[277],0.4809138774871826,1247.95,[1],163566186#6,353938186#0
A,500,5688.22,3321.00,1,[212],0.8056919574737549,1315.91,[3],673957372#2,187164860#2
A,500,13.59,7.00,0,[],0.004002571105957031,496.33,[],28039426#5,-28022454#1
A,500,4730.21,4985.00,1,[310],1.4827723503112793,1518.26,[1],27943766#1,824491854#1
A,500,0.00,1.00,0,[],0.147125244140625,500.00,[],28022560,28038070#1
A,500,2500.67,1799.00,1,[310],0.2892484664916992,0.00,[1],-28078794#5,-4947758#1
A,500,1.08,2.00,0,[],0.415355920791626,499.93,[],-246124643#4,-27135955
A,500,4005.45,1727.00,1,[378],0.8772530555725098,1501.16,[0],-639839810,27930078#0
A,500,18.83,8.00,0,[],0.3773226737976074,496.14,[],243211510#1,-403952814#0
A,500,2845.01,1283.00,1,[310],0.1816554069519043,1266.46,[1],-85618366,-647690430#1
A,500,0.00,1.00,0,[],0.051043033599853516,500.00,[],145039120#5,-824491853#3
A,500,29.86,10.00,0,[],0.00400233268737793,493.37,[],-478922855,90542365#5
A,500,1088.26,663.00,1,[323],0.08907508850097656,241.83,[2],163566224#1,27934802#0
A,500,9.31,6.00,0,[],0.004003286361694336,498.66,[],-27946745#0,-28022559#1
A,500,3859.67,1417.00,1,[323],0.3853306770324707,1303.59,[2],28037935#1,27943881#2
A,500,3090.51,720.00,1,[212],0.8797543048858643,0.00,[3],834267#3,171879646
A,500,3823.64,2290.00,1,[336],0.6975972652435303,1502.56,[2],-28025131,-28037775
A,500,1872.47,666.00,1,[212],0.09407973289489746,101.42,[3],-29419177,171647548#2
A,500,3893.39,1219.00,1,[348],0.4093508720397949,1306.14,[0],-163383626#0,27943807#2
A,1250,2693.65,622.00,1,[302],0.37131834030151367,1312.14,[0],246124643#1,27943766#4
A,1250,4201.49,1315.00,1,[302],1.0964410305023193,1253.30,[0],-167121171#1,-672381827#0
A,1250,298.33,358.00,0,[],0.011009454727172852,1181.00,[],156464695#1,187743562#1
A,1250,2942.45,523.00,1,[148],0.4268653392791748,1333.10,[1],-86326093#0,-478895562#0
A,1250,149.61,23.00,0,[],1.6243934631347656,1214.11,[],-155765289#0,171594468#3
A,1250,2735.27,1902.00,1,[302],0.3823277950286865,1738.18,[0],-27994829#1,-163382992#0
A,1250,1649.49,352.00,1,[187],1.2340593338012695,1188.54,[1],-155767975,28011515#1
A,1250,2965.49,706.00,1,[187],0.35430359840393066,1164.55,[1],28028731#1,gneE15
A,1250,2782.88,1975.00,1,[204],0.42786645889282227,1326.65,[0],145039122,-171750816#1
A,1250,2756.67,467.00,1,[55],0.1961686611175537,1198.05,[1],-452551902,-190432831#3
A,1250,1751.52,332.00,1,[91],0.17264819145202637,1157.89,[1],4947758#1,3650028#4
A,1250,288.35,145.00,0,[],0.008007049560546875,1613.01,[],613788728#3,27683075#4
A,1250,2205.89,2245.00,1,[216],0.34679722785949707,1204.18,[2],-163382988#4,30326839
A,1250,1592.11,318.00,1,[55],0.17364907264709473,1128.91,[1],-122066617#4,353898756#0
A,1250,1492.74,381.00,1,[55],0.05104398727416992,1441.86,[1],155731255#2,-592421473#2
A,1250,916.31,118.00,0,[],0.048542022705078125,1065.37,[],-163566186#6,-353071426
A,1250,2888.07,2961.00,1,[216],0.43337202072143555,1373.79,[2],-797061,-154980603#2
A,1250,1913.74,582.00,1,[55],0.2652261257171631,1963.28,[1],-4816289#3,145436390
A,1250,3401.08,2708.00,1,[50],0.6745789051055908,1287.55,[0],-4811225#2,163566224#1
A,1250,2909.13,2948.00,1,[186],0.7136120796203613,1264.44,[2],163566224#2,-155729948#4
A,1250,3726.22,3388.00,1,[91],0.6991000175476074,1379.42,[1],614632173#3,37077798#1
A,1250,2988.09,3538.00,1,[50],0.2306976318359375,1246.47,[0],159131975,145434713#0
A,1250,1424.21,322.00,1,[91],0.10058760643005371,1285.98,[1],-163383614#1,4721447#8
A,1250,1946.12,509.00,1,[91],0.19266605377197266,1328.08,[1],-171879646,-476659509#1
A,1250,383.16,66.00,0,[],0.007005214691162109,1198.53,[],119864857#0,-155729948#0
A,1250,2897.26,707.00,1,[91],1.5888645648956299,1268.29,[1],679601198#1,-27929143#11
A,1250,3017.60,1158.00,1,[50],0.5099372863769531,1322.19,[0],28046458#1,27927957#0
A,1250,5271.56,921.00,1,[45],0.6830859184265137,1334.15,[0],159132009#1,-27255142#0
A,1250,4153.83,903.00,1,[186],0.8617432117462158,1553.28,[2],163383626#0,159131939
A,1250,2038.83,374.00,1,[148],0.12861061096191406,1279.19,[1],-27946839#2,-167121171#6
A,1250,6606.09,1574.00,1,[55],1.0468981266021729,780.03,[1],119826653#1,27931709#4
A,1250,2674.85,1881.00,1,[302],0.27823901176452637,1293.73,[0],-155998759#2,4947753#1
A,1250,3962.64,3079.00,1,[50],0.7606570720672607,1426.57,[0],-4794841#2,-28027798
A,1250,4535.46,943.00,1,[187],1.217045545578003,1379.31,[1],-28059218#3,-159131942#1
A,1250,6620.76,1855.00,1,[55],1.1369750499725342,613.01,[1],122066617#2,27946919#0
A,1250,3766.32,2166.00,1,[221],0.3708193302154541,1392.08,[0],35277147#0,342942396#2
A,1250,4288.08,4701.00,1,[302],0.4078507423400879,1153.19,[0],28009000,37077783#1
A,1250,3831.66,3151.00,1,[148],0.27373480796813965,1002.81,[1],441988186#0,-46346752#1
A,1250,4439.60,2573.00,1,[104],0.4588937759399414,1426.02,[1],170156790#5,155768539#1
A,1250,2707.36,661.00,1,[148],0.23970556259155273,1630.41,[1],-27929296#2,246124643#6
A,1250,3304.27,1118.00,1,[221],0.5204463005065918,1464.73,[0],197713164#2,167121167#2
A,1250,2329.99,1244.00,1,[302],0.1671431064605713,1892.93,[0],171648202,197713167#0
A,1250,3043.78,2501.00,1,[91],0.40134358406066895,1351.12,[1],-355248658#0,4810770#2
A,1250,1243.29,2417.00,0,[],0.07256245613098145,999.50,[],-639129504,28078795#0
A,1250,2536.35,2034.00,1,[216],0.22669482231140137,1232.80,[2],-136467082#5,-156338938#1
